ProvDist,MuniCity,BgySubmun,ProvDistPSGC,MuniCityPSGC,BgySubmunPSGC,Area
METRO MANILA,CALOOCAN,BARANGAY 165,1380100000,1380100000,1380100165,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 166,1380100000,1380100000,1380100166,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 167,1380100000,1380100000,1380100167,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 168,1380100000,1380100000,1380100168,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 169,1380100000,1380100000,1380100169,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 170,1380100000,1380100000,1380100170,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 171,1380100000,1380100000,1380100171,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 172,1380100000,1380100000,1380100172,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 173,1380100000,1380100000,1380100173,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 174,1380100000,1380100000,1380100174,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 175,1380100000,1380100000,1380100175,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 176,1380100000,1380100000,1380100176,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 177,1380100000,1380100000,1380100177,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 178,1380100000,1380100000,1380100178,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 179,1380100000,1380100000,1380100179,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 180,1380100000,1380100000,1380100180,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 181,1380100000,1380100000,1380100181,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 182,1380100000,1380100000,1380100182,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 183,1380100000,1380100000,1380100183,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 184,1380100000,1380100000,1380100184,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 185,1380100000,1380100000,1380100185,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 186,1380100000,1380100000,1380100186,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 187,1380100000,1380100000,1380100187,METRO MANILA
METRO MANILA,CALOOCAN,BARANGAY 188,1380100000,1380100000,1380100188,METRO MANILA
METRO MANILA,LAS PINAS,ALMANZA UNO,1380200000,1380200000,1380200001,METRO MANILA
METRO MANILA,LAS PINAS,DANIEL FAJARDO,1380200000,1380200000,1380200002,METRO MANILA
METRO MANILA,LAS PINAS,ELIAS ALDANA,1380200000,1380200000,1380200003,METRO MANILA
METRO MANILA,LAS PINAS,ILAYA,1380200000,1380200000,1380200004,METRO MANILA
METRO MANILA,LAS PINAS,MANUYO UNO,1380200000,1380200000,1380200005,METRO MANILA
METRO MANILA,LAS PINAS,PAMPLONA UNO,1380200000,1380200000,1380200006,METRO MANILA
METRO MANILA,LAS PINAS,PULANG LUPA UNO,1380200000,1380200000,1380200007,METRO MANILA
METRO MANILA,LAS PINAS,TALON UNO,1380200000,1380200000,1380200008,METRO MANILA
METRO MANILA,LAS PINAS,ZAPOTE,1380200000,1380200000,1380200009,METRO MANILA
METRO MANILA,LAS PINAS,ALMANZA DOS,1380200000,1380200000,1380200010,METRO MANILA
METRO MANILA,LAS PINAS,B F INTERNATIONAL VILLAGE,1380200000,1380200000,1380200011,METRO MANILA
METRO MANILA,LAS PINAS,MANUYO DOS,1380200000,1380200000,1380200012,METRO MANILA
METRO MANILA,LAS PINAS,PAMPLONA DOS,1380200000,1380200000,1380200013,METRO MANILA
METRO MANILA,LAS PINAS,PAMPLONA TRES,1380200000,1380200000,1380200014,METRO MANILA
METRO MANILA,LAS PINAS,PILAR,1380200000,1380200000,1380200015,METRO MANILA
METRO MANILA,LAS PINAS,PULANG LUPA DOS,1380200000,1380200000,1380200016,METRO MANILA
METRO MANILA,LAS PINAS,TALON DOS,1380200000,1380200000,1380200017,METRO MANILA
METRO MANILA,LAS PINAS,TALON TRES,1380200000,1380200000,1380200018,METRO MANILA
METRO MANILA,LAS PINAS,TALON KUATRO,1380200000,1380200000,1380200019,METRO MANILA
METRO MANILA,LAS PINAS,TALON SINGKO,1380200000,1380200000,1380200020,METRO MANILA
METRO MANILA,MAKATI,BANGKAL,1380300000,1380300000,1380300001,METRO MANILA
METRO MANILA,MAKATI,BEL AIR,1380300000,1380300000,1380300002,METRO MANILA
METRO MANILA,MAKATI,CARMONA,1380300000,1380300000,1380300005,METRO MANILA
METRO MANILA,MAKATI,DASMARINAS,1380300000,1380300000,1380300006,METRO MANILA
METRO MANILA,MAKATI,FORBES PARK,1380300000,1380300000,1380300008,METRO MANILA
METRO MANILA,MAKATI,GUADALUPE NUEVO,1380300000,1380300000,1380300009,METRO MANILA
METRO MANILA,MAKATI,GUADALUPE VIEJO,1380300000,1380300000,1380300010,METRO MANILA
METRO MANILA,MAKATI,KASILAWAN,1380300000,1380300000,1380300011,METRO MANILA
METRO MANILA,MAKATI,LA PAZ,1380300000,1380300000,1380300012,METRO MANILA
METRO MANILA,MAKATI,MAGALLANES,1380300000,1380300000,1380300013,METRO MANILA
METRO MANILA,MAKATI,OLYMPIA,1380300000,1380300000,1380300014,METRO MANILA
METRO MANILA,MAKATI,PALANAN,1380300000,1380300000,1380300015,METRO MANILA
METRO MANILA,MAKATI,PINAGKAISAHAN,1380300000,1380300000,1380300017,METRO MANILA
METRO MANILA,MAKATI,PIO DEL PILAR,1380300000,1380300000,1380300018,METRO MANILA
METRO MANILA,MAKATI,POBLACION,1380300000,1380300000,1380300020,METRO MANILA
METRO MANILA,MAKATI,SAN ANTONIO,1380300000,1380300000,1380300023,METRO MANILA
METRO MANILA,MAKATI,SAN ISIDRO,1380300000,1380300000,1380300024,METRO MANILA
METRO MANILA,MAKATI,SAN LORENZO,1380300000,1380300000,1380300025,METRO MANILA
METRO MANILA,MAKATI,SANTA CRUZ,1380300000,1380300000,1380300026,METRO MANILA
METRO MANILA,MAKATI,SINGKAMAS,1380300000,1380300000,1380300027,METRO MANILA
METRO MANILA,MAKATI,TEJEROS,1380300000,1380300000,1380300029,METRO MANILA
METRO MANILA,MAKATI,URDANETA,1380300000,1380300000,1380300030,METRO MANILA
METRO MANILA,MAKATI,VALENZUELA,1380300000,1380300000,1380300031,METRO MANILA
METRO MANILA,MALABON,ACACIA,1380400000,1380400000,1380400001,METRO MANILA
METRO MANILA,MALABON,BARITAN,1380400000,1380400000,1380400002,METRO MANILA
METRO MANILA,MALABON,BAYAN BAYANAN,1380400000,1380400000,1380400003,METRO MANILA
METRO MANILA,MALABON,CATMON,1380400000,1380400000,1380400004,METRO MANILA
METRO MANILA,MALABON,CONCEPCION,1380400000,1380400000,1380400005,METRO MANILA
METRO MANILA,MALABON,DAMPALIT,1380400000,1380400000,1380400006,METRO MANILA
METRO MANILA,MALABON,FLORES,1380400000,1380400000,1380400007,METRO MANILA
METRO MANILA,MALABON,HULONG DUHAT,1380400000,1380400000,1380400008,METRO MANILA
METRO MANILA,MALABON,IBABA,1380400000,1380400000,1380400009,METRO MANILA
METRO MANILA,MALABON,LONGOS,1380400000,1380400000,1380400010,METRO MANILA
METRO MANILA,MALABON,MAYSILO,1380400000,1380400000,1380400011,METRO MANILA
METRO MANILA,MALABON,MUZON,1380400000,1380400000,1380400012,METRO MANILA
METRO MANILA,MALABON,NIUGAN,1380400000,1380400000,1380400013,METRO MANILA
METRO MANILA,MALABON,PANGHULO,1380400000,1380400000,1380400014,METRO MANILA
METRO MANILA,MALABON,POTRERO,1380400000,1380400000,1380400015,METRO MANILA
METRO MANILA,MALABON,SAN AGUSTIN,1380400000,1380400000,1380400016,METRO MANILA
METRO MANILA,MALABON,SANTOLAN,1380400000,1380400000,1380400017,METRO MANILA
METRO MANILA,MALABON,TANONG,1380400000,1380400000,1380400018,METRO MANILA
METRO MANILA,MALABON,TINAJEROS,1380400000,1380400000,1380400019,METRO MANILA
METRO MANILA,MALABON,TONSUYA,1380400000,1380400000,1380400020,METRO MANILA
METRO MANILA,MALABON,TUGATOG,1380400000,1380400000,1380400021,METRO MANILA
METRO MANILA,MANDALUYONG,ADDITION HILLS,1380500000,1380500000,1380500001,METRO MANILA
METRO MANILA,MANDALUYONG,BAGONG SILANG,1380500000,1380500000,1380500002,METRO MANILA
METRO MANILA,MANDALUYONG,BARANGKA DRIVE,1380500000,1380500000,1380500003,METRO MANILA
METRO MANILA,MANDALUYONG,BARANGKA IBABA,1380500000,1380500000,1380500004,METRO MANILA
METRO MANILA,MANDALUYONG,BARANGKA ILAYA,1380500000,1380500000,1380500005,METRO MANILA
METRO MANILA,MANDALUYONG,BARANGKA ITAAS,1380500000,1380500000,1380500006,METRO MANILA
METRO MANILA,MANDALUYONG,BUROL,1380500000,1380500000,1380500007,METRO MANILA
METRO MANILA,MANDALUYONG,BUAYANG BATO,1380500000,1380500000,1380500008,METRO MANILA
METRO MANILA,MANDALUYONG,DAANG BAKAL,1380500000,1380500000,1380500009,METRO MANILA
METRO MANILA,MANDALUYONG,HAGDANG BATO ITAAS,1380500000,1380500000,1380500010,METRO MANILA
METRO MANILA,MANDALUYONG,HAGDANG BATO LIBIS,1380500000,1380500000,1380500011,METRO MANILA
METRO MANILA,MANDALUYONG,HARAPIN ANG BUKAS,1380500000,1380500000,1380500012,METRO MANILA
METRO MANILA,MANDALUYONG,HIGHWAY HILLS,1380500000,1380500000,1380500013,METRO MANILA
METRO MANILA,MANDALUYONG,HULO,1380500000,1380500000,1380500014,METRO MANILA
METRO MANILA,MANDALUYONG,MABINI J RIZAL,1380500000,1380500000,1380500015,METRO MANILA
METRO MANILA,MANDALUYONG,MALAMIG,1380500000,1380500000,1380500016,METRO MANILA
METRO MANILA,MANDALUYONG,MAUWAY,1380500000,1380500000,1380500017,METRO MANILA
METRO MANILA,MANDALUYONG,NAMAYAN,1380500000,1380500000,1380500018,METRO MANILA
METRO MANILA,MANDALUYONG,NEW ZANIGA,1380500000,1380500000,1380500019,METRO MANILA
METRO MANILA,MANDALUYONG,OLD ZANIGA,1380500000,1380500000,1380500020,METRO MANILA
METRO MANILA,MANDALUYONG,PAG ASA,1380500000,1380500000,1380500021,METRO MANILA
METRO MANILA,MANDALUYONG,PLAINVIEW,1380500000,1380500000,1380500022,METRO MANILA
METRO MANILA,MANDALUYONG,PLEASANT HILLS,1380500000,1380500000,1380500023,METRO MANILA
METRO MANILA,MANDALUYONG,POBLACION,1380500000,1380500000,1380500024,METRO MANILA
METRO MANILA,MANDALUYONG,SAN JOSE,1380500000,1380500000,1380500025,METRO MANILA
METRO MANILA,MANDALUYONG,VERGARA,1380500000,1380500000,1380500026,METRO MANILA
METRO MANILA,MANDALUYONG,WACK WACK GREENHILLS,1380500000,1380500000,1380500027,METRO MANILA
METRO MANILA,MANILA,BARANGAY 1,1380600000,1380601000,1380601001,METRO MANILA
METRO MANILA,MANILA,BARANGAY 2,1380600000,1380601000,1380601002,METRO MANILA
METRO MANILA,MANILA,BARANGAY 3,1380600000,1380601000,1380601003,METRO MANILA
METRO MANILA,MANILA,BARANGAY 4,1380600000,1380601000,1380601004,METRO MANILA
METRO MANILA,MANILA,BARANGAY 5,1380600000,1380601000,1380601005,METRO MANILA
METRO MANILA,MANILA,BARANGAY 6,1380600000,1380601000,1380601006,METRO MANILA
METRO MANILA,MANILA,BARANGAY 7,1380600000,1380601000,1380601007,METRO MANILA
METRO MANILA,MANILA,BARANGAY 8,1380600000,1380601000,1380601008,METRO MANILA
METRO MANILA,MANILA,BARANGAY 9,1380600000,1380601000,1380601009,METRO MANILA
METRO MANILA,MANILA,BARANGAY 10,1380600000,1380601000,1380601010,METRO MANILA
METRO MANILA,MANILA,BARANGAY 11,1380600000,1380601000,1380601011,METRO MANILA
METRO MANILA,MANILA,BARANGAY 12,1380600000,1380601000,1380601012,METRO MANILA
METRO MANILA,MANILA,BARANGAY 13,1380600000,1380601000,1380601013,METRO MANILA
METRO MANILA,MANILA,BARANGAY 14,1380600000,1380601000,1380601014,METRO MANILA
METRO MANILA,MANILA,BARANGAY 15,1380600000,1380601000,1380601015,METRO MANILA
METRO MANILA,MANILA,BARANGAY 16,1380600000,1380601000,1380601016,METRO MANILA
METRO MANILA,MANILA,BARANGAY 17,1380600000,1380601000,1380601017,METRO MANILA
METRO MANILA,MANILA,BARANGAY 18,1380600000,1380601000,1380601018,METRO MANILA
METRO MANILA,MANILA,BARANGAY 19,1380600000,1380601000,1380601019,METRO MANILA
METRO MANILA,MANILA,BARANGAY 20,1380600000,1380601000,1380601020,METRO MANILA
METRO MANILA,MANILA,BARANGAY 25,1380600000,1380601000,1380601025,METRO MANILA
METRO MANILA,MANILA,BARANGAY 26,1380600000,1380601000,1380601026,METRO MANILA
METRO MANILA,MANILA,BARANGAY 28,1380600000,1380601000,1380601028,METRO MANILA
METRO MANILA,MANILA,BARANGAY 29,1380600000,1380601000,1380601029,METRO MANILA
METRO MANILA,MANILA,BARANGAY 30,1380600000,1380601000,1380601030,METRO MANILA
METRO MANILA,MANILA,BARANGAY 31,1380600000,1380601000,1380601031,METRO MANILA
METRO MANILA,MANILA,BARANGAY 32,1380600000,1380601000,1380601032,METRO MANILA
METRO MANILA,MANILA,BARANGAY 33,1380600000,1380601000,1380601033,METRO MANILA
METRO MANILA,MANILA,BARANGAY 34,1380600000,1380601000,1380601034,METRO MANILA
METRO MANILA,MANILA,BARANGAY 35,1380600000,1380601000,1380601035,METRO MANILA
METRO MANILA,MANILA,BARANGAY 36,1380600000,1380601000,1380601036,METRO MANILA
METRO MANILA,MANILA,BARANGAY 37,1380600000,1380601000,1380601037,METRO MANILA
METRO MANILA,MANILA,BARANGAY 38,1380600000,1380601000,1380601038,METRO MANILA
METRO MANILA,MANILA,BARANGAY 39,1380600000,1380601000,1380601039,METRO MANILA
METRO MANILA,MANILA,BARANGAY 41,1380600000,1380601000,1380601041,METRO MANILA
METRO MANILA,MANILA,BARANGAY 42,1380600000,1380601000,1380601042,METRO MANILA
METRO MANILA,MANILA,BARANGAY 43,1380600000,1380601000,1380601043,METRO MANILA
METRO MANILA,MANILA,BARANGAY 44,1380600000,1380601000,1380601044,METRO MANILA
METRO MANILA,MANILA,BARANGAY 45,1380600000,1380601000,1380601045,METRO MANILA
METRO MANILA,MANILA,BARANGAY 46,1380600000,1380601000,1380601046,METRO MANILA
METRO MANILA,MANILA,BARANGAY 47,1380600000,1380601000,1380601047,METRO MANILA
METRO MANILA,MANILA,BARANGAY 48,1380600000,1380601000,1380601048,METRO MANILA
METRO MANILA,MANILA,BARANGAY 49,1380600000,1380601000,1380601049,METRO MANILA
METRO MANILA,MANILA,BARANGAY 50,1380600000,1380601000,1380601050,METRO MANILA
METRO MANILA,MANILA,BARANGAY 51,1380600000,1380601000,1380601051,METRO MANILA
METRO MANILA,MANILA,BARANGAY 52,1380600000,1380601000,1380601052,METRO MANILA
METRO MANILA,MANILA,BARANGAY 53,1380600000,1380601000,1380601053,METRO MANILA
METRO MANILA,MANILA,BARANGAY 54,1380600000,1380601000,1380601054,METRO MANILA
METRO MANILA,MANILA,BARANGAY 55,1380600000,1380601000,1380601055,METRO MANILA
METRO MANILA,MANILA,BARANGAY 56,1380600000,1380601000,1380601056,METRO MANILA
METRO MANILA,MANILA,BARANGAY 57,1380600000,1380601000,1380601057,METRO MANILA
METRO MANILA,MANILA,BARANGAY 58,1380600000,1380601000,1380601058,METRO MANILA
METRO MANILA,MANILA,BARANGAY 59,1380600000,1380601000,1380601059,METRO MANILA
METRO MANILA,MANILA,BARANGAY 60,1380600000,1380601000,1380601060,METRO MANILA
METRO MANILA,MANILA,BARANGAY 61,1380600000,1380601000,1380601061,METRO MANILA
METRO MANILA,MANILA,BARANGAY 62,1380600000,1380601000,1380601062,METRO MANILA
METRO MANILA,MANILA,BARANGAY 63,1380600000,1380601000,1380601063,METRO MANILA
METRO MANILA,MANILA,BARANGAY 64,1380600000,1380601000,1380601064,METRO MANILA
METRO MANILA,MANILA,BARANGAY 65,1380600000,1380601000,1380601065,METRO MANILA
METRO MANILA,MANILA,BARANGAY 66,1380600000,1380601000,1380601066,METRO MANILA
METRO MANILA,MANILA,BARANGAY 67,1380600000,1380601000,1380601067,METRO MANILA
METRO MANILA,MANILA,BARANGAY 68,1380600000,1380601000,1380601068,METRO MANILA
METRO MANILA,MANILA,BARANGAY 69,1380600000,1380601000,1380601069,METRO MANILA
METRO MANILA,MANILA,BARANGAY 70,1380600000,1380601000,1380601070,METRO MANILA
METRO MANILA,MANILA,BARANGAY 71,1380600000,1380601000,1380601071,METRO MANILA
METRO MANILA,MANILA,BARANGAY 72,1380600000,1380601000,1380601072,METRO MANILA
METRO MANILA,MANILA,BARANGAY 73,1380600000,1380601000,1380601073,METRO MANILA
METRO MANILA,MANILA,BARANGAY 74,1380600000,1380601000,1380601074,METRO MANILA
METRO MANILA,MANILA,BARANGAY 75,1380600000,1380601000,1380601075,METRO MANILA
METRO MANILA,MANILA,BARANGAY 76,1380600000,1380601000,1380601076,METRO MANILA
METRO MANILA,MANILA,BARANGAY 77,1380600000,1380601000,1380601077,METRO MANILA
METRO MANILA,MANILA,BARANGAY 78,1380600000,1380601000,1380601078,METRO MANILA
METRO MANILA,MANILA,BARANGAY 79,1380600000,1380601000,1380601079,METRO MANILA
METRO MANILA,MANILA,BARANGAY 80,1380600000,1380601000,1380601080,METRO MANILA
METRO MANILA,MANILA,BARANGAY 81,1380600000,1380601000,1380601081,METRO MANILA
METRO MANILA,MANILA,BARANGAY 82,1380600000,1380601000,1380601082,METRO MANILA
METRO MANILA,MANILA,BARANGAY 83,1380600000,1380601000,1380601083,METRO MANILA
METRO MANILA,MANILA,BARANGAY 84,1380600000,1380601000,1380601084,METRO MANILA
METRO MANILA,MANILA,BARANGAY 85,1380600000,1380601000,1380601085,METRO MANILA
METRO MANILA,MANILA,BARANGAY 86,1380600000,1380601000,1380601086,METRO MANILA
METRO MANILA,MANILA,BARANGAY 87,1380600000,1380601000,1380601087,METRO MANILA
METRO MANILA,MANILA,BARANGAY 88,1380600000,1380601000,1380601088,METRO MANILA
METRO MANILA,MANILA,BARANGAY 89,1380600000,1380601000,1380601089,METRO MANILA
METRO MANILA,MANILA,BARANGAY 90,1380600000,1380601000,1380601090,METRO MANILA
METRO MANILA,MANILA,BARANGAY 91,1380600000,1380601000,1380601091,METRO MANILA
METRO MANILA,MANILA,BARANGAY 92,1380600000,1380601000,1380601092,METRO MANILA
METRO MANILA,MANILA,BARANGAY 93,1380600000,1380601000,1380601093,METRO MANILA
METRO MANILA,MANILA,BARANGAY 94,1380600000,1380601000,1380601094,METRO MANILA
METRO MANILA,MANILA,BARANGAY 95,1380600000,1380601000,1380601095,METRO MANILA
METRO MANILA,MANILA,BARANGAY 96,1380600000,1380601000,1380601096,METRO MANILA
METRO MANILA,MANILA,BARANGAY 97,1380600000,1380601000,1380601097,METRO MANILA
METRO MANILA,MANILA,BARANGAY 98,1380600000,1380601000,1380601098,METRO MANILA
METRO MANILA,MANILA,BARANGAY 99,1380600000,1380601000,1380601099,METRO MANILA
METRO MANILA,MANILA,BARANGAY 100,1380600000,1380601000,1380601100,METRO MANILA
METRO MANILA,MANILA,BARANGAY 101,1380600000,1380601000,1380601101,METRO MANILA
METRO MANILA,MANILA,BARANGAY 102,1380600000,1380601000,1380601102,METRO MANILA
METRO MANILA,MANILA,BARANGAY 103,1380600000,1380601000,1380601103,METRO MANILA
METRO MANILA,MANILA,BARANGAY 104,1380600000,1380601000,1380601104,METRO MANILA
METRO MANILA,MANILA,BARANGAY 105,1380600000,1380601000,1380601105,METRO MANILA
METRO MANILA,MANILA,BARANGAY 106,1380600000,1380601000,1380601106,METRO MANILA
METRO MANILA,MANILA,BARANGAY 107,1380600000,1380601000,1380601107,METRO MANILA
METRO MANILA,MANILA,BARANGAY 108,1380600000,1380601000,1380601108,METRO MANILA
METRO MANILA,MANILA,BARANGAY 109,1380600000,1380601000,1380601109,METRO MANILA
METRO MANILA,MANILA,BARANGAY 110,1380600000,1380601000,1380601110,METRO MANILA
METRO MANILA,MANILA,BARANGAY 111,1380600000,1380601000,1380601111,METRO MANILA
METRO MANILA,MANILA,BARANGAY 112,1380600000,1380601000,1380601112,METRO MANILA
METRO MANILA,MANILA,BARANGAY 116,1380600000,1380601000,1380601116,METRO MANILA
METRO MANILA,MANILA,BARANGAY 117,1380600000,1380601000,1380601117,METRO MANILA
METRO MANILA,MANILA,BARANGAY 118,1380600000,1380601000,1380601118,METRO MANILA
METRO MANILA,MANILA,BARANGAY 119,1380600000,1380601000,1380601119,METRO MANILA
METRO MANILA,MANILA,BARANGAY 120,1380600000,1380601000,1380601120,METRO MANILA
METRO MANILA,MANILA,BARANGAY 121,1380600000,1380601000,1380601121,METRO MANILA
METRO MANILA,MANILA,BARANGAY 122,1380600000,1380601000,1380601122,METRO MANILA
METRO MANILA,MANILA,BARANGAY 123,1380600000,1380601000,1380601123,METRO MANILA
METRO MANILA,MANILA,BARANGAY 124,1380600000,1380601000,1380601124,METRO MANILA
METRO MANILA,MANILA,BARANGAY 125,1380600000,1380601000,1380601125,METRO MANILA
METRO MANILA,MANILA,BARANGAY 126,1380600000,1380601000,1380601126,METRO MANILA
METRO MANILA,MANILA,BARANGAY 127,1380600000,1380601000,1380601127,METRO MANILA
METRO MANILA,MANILA,BARANGAY 128,1380600000,1380601000,1380601128,METRO MANILA
METRO MANILA,MANILA,BARANGAY 129,1380600000,1380601000,1380601129,METRO MANILA
METRO MANILA,MANILA,BARANGAY 130,1380600000,1380601000,1380601130,METRO MANILA
METRO MANILA,MANILA,BARANGAY 131,1380600000,1380601000,1380601131,METRO MANILA
METRO MANILA,MANILA,BARANGAY 132,1380600000,1380601000,1380601132,METRO MANILA
METRO MANILA,MANILA,BARANGAY 133,1380600000,1380601000,1380601133,METRO MANILA
METRO MANILA,MANILA,BARANGAY 134,1380600000,1380601000,1380601134,METRO MANILA
METRO MANILA,MANILA,BARANGAY 135,1380600000,1380601000,1380601135,METRO MANILA
METRO MANILA,MANILA,BARANGAY 136,1380600000,1380601000,1380601136,METRO MANILA
METRO MANILA,MANILA,BARANGAY 137,1380600000,1380601000,1380601137,METRO MANILA
METRO MANILA,MANILA,BARANGAY 138,1380600000,1380601000,1380601138,METRO MANILA
METRO MANILA,MANILA,BARANGAY 139,1380600000,1380601000,1380601139,METRO MANILA
METRO MANILA,MANILA,BARANGAY 140,1380600000,1380601000,1380601140,METRO MANILA
METRO MANILA,MANILA,BARANGAY 141,1380600000,1380601000,1380601141,METRO MANILA
METRO MANILA,MANILA,BARANGAY 142,1380600000,1380601000,1380601142,METRO MANILA
METRO MANILA,MANILA,BARANGAY 143,1380600000,1380601000,1380601143,METRO MANILA
METRO MANILA,MANILA,BARANGAY 144,1380600000,1380601000,1380601144,METRO MANILA
METRO MANILA,MANILA,BARANGAY 145,1380600000,1380601000,1380601145,METRO MANILA
METRO MANILA,MANILA,BARANGAY 146,1380600000,1380601000,1380601146,METRO MANILA
METRO MANILA,MANILA,BARANGAY 147,1380600000,1380601000,1380601147,METRO MANILA
METRO MANILA,MANILA,BARANGAY 148,1380600000,1380601000,1380601148,METRO MANILA
METRO MANILA,MANILA,BARANGAY 149,1380600000,1380601000,1380601149,METRO MANILA
METRO MANILA,MANILA,BARANGAY 150,1380600000,1380601000,1380601150,METRO MANILA
METRO MANILA,MANILA,BARANGAY 151,1380600000,1380601000,1380601151,METRO MANILA
METRO MANILA,MANILA,BARANGAY 152,1380600000,1380601000,1380601152,METRO MANILA
METRO MANILA,MANILA,BARANGAY 153,1380600000,1380601000,1380601153,METRO MANILA
METRO MANILA,MANILA,BARANGAY 154,1380600000,1380601000,1380601154,METRO MANILA
METRO MANILA,MANILA,BARANGAY 155,1380600000,1380601000,1380601155,METRO MANILA
METRO MANILA,MANILA,BARANGAY 156,1380600000,1380601000,1380601156,METRO MANILA
METRO MANILA,MANILA,BARANGAY 157,1380600000,1380601000,1380601157,METRO MANILA
METRO MANILA,MANILA,BARANGAY 158,1380600000,1380601000,1380601158,METRO MANILA
METRO MANILA,MANILA,BARANGAY 159,1380600000,1380601000,1380601159,METRO MANILA
METRO MANILA,MANILA,BARANGAY 160,1380600000,1380601000,1380601160,METRO MANILA
METRO MANILA,MANILA,BARANGAY 161,1380600000,1380601000,1380601161,METRO MANILA
METRO MANILA,MANILA,BARANGAY 162,1380600000,1380601000,1380601162,METRO MANILA
METRO MANILA,MANILA,BARANGAY 163,1380600000,1380601000,1380601163,METRO MANILA
METRO MANILA,MANILA,BARANGAY 164,1380600000,1380601000,1380601164,METRO MANILA
METRO MANILA,MANILA,BARANGAY 165,1380600000,1380601000,1380601165,METRO MANILA
METRO MANILA,MANILA,BARANGAY 166,1380600000,1380601000,1380601166,METRO MANILA
METRO MANILA,MANILA,BARANGAY 167,1380600000,1380601000,1380601167,METRO MANILA
METRO MANILA,MANILA,BARANGAY 168,1380600000,1380601000,1380601168,METRO MANILA
METRO MANILA,MANILA,BARANGAY 169,1380600000,1380601000,1380601169,METRO MANILA
METRO MANILA,MANILA,BARANGAY 170,1380600000,1380601000,1380601170,METRO MANILA
METRO MANILA,MANILA,BARANGAY 171,1380600000,1380601000,1380601171,METRO MANILA
METRO MANILA,MANILA,BARANGAY 172,1380600000,1380601000,1380601172,METRO MANILA
METRO MANILA,MANILA,BARANGAY 173,1380600000,1380601000,1380601173,METRO MANILA
METRO MANILA,MANILA,BARANGAY 174,1380600000,1380601000,1380601174,METRO MANILA
METRO MANILA,MANILA,BARANGAY 175,1380600000,1380601000,1380601175,METRO MANILA
METRO MANILA,MANILA,BARANGAY 176,1380600000,1380601000,1380601176,METRO MANILA
METRO MANILA,MANILA,BARANGAY 177,1380600000,1380601000,1380601177,METRO MANILA
METRO MANILA,MANILA,BARANGAY 178,1380600000,1380601000,1380601178,METRO MANILA
METRO MANILA,MANILA,BARANGAY 179,1380600000,1380601000,1380601179,METRO MANILA
METRO MANILA,MANILA,BARANGAY 180,1380600000,1380601000,1380601180,METRO MANILA
METRO MANILA,MANILA,BARANGAY 181,1380600000,1380601000,1380601181,METRO MANILA
METRO MANILA,MANILA,BARANGAY 182,1380600000,1380601000,1380601182,METRO MANILA
METRO MANILA,MANILA,BARANGAY 183,1380600000,1380601000,1380601183,METRO MANILA
METRO MANILA,MANILA,BARANGAY 184,1380600000,1380601000,1380601184,METRO MANILA
METRO MANILA,MANILA,BARANGAY 185,1380600000,1380601000,1380601185,METRO MANILA
METRO MANILA,MANILA,BARANGAY 186,1380600000,1380601000,1380601186,METRO MANILA
METRO MANILA,MANILA,BARANGAY 187,1380600000,1380601000,1380601187,METRO MANILA
METRO MANILA,MANILA,BARANGAY 188,1380600000,1380601000,1380601188,METRO MANILA
METRO MANILA,MANILA,BARANGAY 189,1380600000,1380601000,1380601189,METRO MANILA
METRO MANILA,MANILA,BARANGAY 190,1380600000,1380601000,1380601190,METRO MANILA
METRO MANILA,MANILA,BARANGAY 191,1380600000,1380601000,1380601191,METRO MANILA
METRO MANILA,MANILA,BARANGAY 192,1380600000,1380601000,1380601192,METRO MANILA
METRO MANILA,MANILA,BARANGAY 193,1380600000,1380601000,1380601193,METRO MANILA
METRO MANILA,MANILA,BARANGAY 194,1380600000,1380601000,1380601194,METRO MANILA
METRO MANILA,MANILA,BARANGAY 195,1380600000,1380601000,1380601195,METRO MANILA
METRO MANILA,MANILA,BARANGAY 196,1380600000,1380601000,1380601196,METRO MANILA
METRO MANILA,MANILA,BARANGAY 197,1380600000,1380601000,1380601197,METRO MANILA
METRO MANILA,MANILA,BARANGAY 198,1380600000,1380601000,1380601198,METRO MANILA
