ProvDist,MuniCity,BgySubmun,ProvDistPSGC,MuniCityPSGC,BgySubmunPSGC,Area
ILOCOS NORTE,ADAMS,ADAMS,102800000,102801000,102801001,NORTH LUZON
ILOCOS NORTE,BACARRA,BANI,102800000,102802000,102802001,NORTH LUZON
ILOCOS NORTE,BACARRA,BUYON,102800000,102802000,102802002,NORTH LUZON
ILOCOS NORTE,BACARRA,CABARUAN,102800000,102802000,102802003,NORTH LUZON
ILOCOS NORTE,BACARRA,CABULALAAN,102800000,102802000,102802004,NORTH LUZON
ILOCOS NORTE,BACARRA,CABUSLIGAN,102800000,102802000,102802005,NORTH LUZON
ILOCOS NORTE,BACARRA,CADARATAN,102800000,102802000,102802006,NORTH LUZON
ILOCOS NORTE,BACARRA,CALIOET LIBONG,102800000,102802000,102802007,NORTH LUZON
ILOCOS NORTE,BACARRA,CASILIAN,102800000,102802000,102802008,NORTH LUZON
ILOCOS NORTE,BACARRA,COROCOR,102800000,102802000,102802009,NORTH LUZON
ILOCOS NORTE,BACARRA,DURIPES,102800000,102802000,102802011,NORTH LUZON
ILOCOS NORTE,BACARRA,GANAGAN,102800000,102802000,102802012,NORTH LUZON
ILOCOS NORTE,BACARRA,LIBTONG,102800000,102802000,102802013,NORTH LUZON
ILOCOS NORTE,BACARRA,MACUPIT,102800000,102802000,102802014,NORTH LUZON
ILOCOS NORTE,BACARRA,NAMBARAN,102800000,102802000,102802015,NORTH LUZON
ILOCOS NORTE,BACARRA,NATBA,102800000,102802000,102802016,NORTH LUZON
ILOCOS NORTE,BACARRA,PANINAAN,102800000,102802000,102802017,NORTH LUZON
ILOCOS NORTE,BACARRA,PASIOCAN,102800000,102802000,102802018,NORTH LUZON
ILOCOS NORTE,BACARRA,PASNGAL,102800000,102802000,102802019,NORTH LUZON
ILOCOS NORTE,BACARRA,PIPIAS,102800000,102802000,102802020,NORTH LUZON
ILOCOS NORTE,BACARRA,PULANGI,102800000,102802000,102802021,NORTH LUZON
ILOCOS NORTE,BACARRA,PUNGTO,102800000,102802000,102802022,NORTH LUZON
ILOCOS NORTE,BACARRA,SAN AGUSTIN 1,102800000,102802000,102802024,NORTH LUZON
ILOCOS NORTE,BACARRA,SAN AGUSTIN 2,102800000,102802000,102802025,NORTH LUZON
ILOCOS NORTE,BACARRA,SAN ANDRES 1,102800000,102802000,102802027,NORTH LUZON
ILOCOS NORTE,BACARRA,SAN ANDRES 2,102800000,102802000,102802028,NORTH LUZON
ILOCOS NORTE,BACARRA,SAN GABRIEL 1,102800000,102802000,102802030,NORTH LUZON
ILOCOS NORTE,BACARRA,SAN GABRIEL 2,102800000,102802000,102802031,NORTH LUZON
ILOCOS NORTE,BACARRA,SAN PEDRO 1,102800000,102802000,102802033,NORTH LUZON
ILOCOS NORTE,BACARRA,SAN PEDRO 2,102800000,102802000,102802034,NORTH LUZON
ILOCOS NORTE,BACARRA,SAN ROQUE 1,102800000,102802000,102802036,NORTH LUZON
ILOCOS NORTE,BACARRA,SAN ROQUE 2,102800000,102802000,102802037,NORTH LUZON
ILOCOS NORTE,BACARRA,SAN SIMON 1,102800000,102802000,102802039,NORTH LUZON
ILOCOS NORTE,BACARRA,SAN SIMON 2,102800000,102802000,102802040,NORTH LUZON
ILOCOS NORTE,BACARRA,SAN VICENTE,102800000,102802000,102802041,NORTH LUZON
ILOCOS NORTE,BACARRA,SANGIL,102800000,102802000,102802042,NORTH LUZON
ILOCOS NORTE,BACARRA,SANTA FILOMENA 1,102800000,102802000,102802044,NORTH LUZON
ILOCOS NORTE,BACARRA,SANTA FILOMENA 2,102800000,102802000,102802045,NORTH LUZON
ILOCOS NORTE,BACARRA,SANTA RITA,102800000,102802000,102802046,NORTH LUZON
ILOCOS NORTE,BACARRA,SANTO CRISTO 1,102800000,102802000,102802047,NORTH LUZON
ILOCOS NORTE,BACARRA,SANTO CRISTO 2,102800000,102802000,102802048,NORTH LUZON
ILOCOS NORTE,BACARRA,TAMBIDAO,102800000,102802000,102802050,NORTH LUZON
ILOCOS NORTE,BACARRA,TEPPANG,102800000,102802000,102802051,NORTH LUZON
ILOCOS NORTE,BACARRA,TUBBURAN,102800000,102802000,102802052,NORTH LUZON
ILOCOS NORTE,BADOC,ALAY NANGBABAAN,102800000,102803000,102803001,NORTH LUZON
ILOCOS NORTE,BADOC,ALOGOOG,102800000,102803000,102803002,NORTH LUZON
ILOCOS NORTE,BADOC,AR ARUSIP,102800000,102803000,102803003,NORTH LUZON
ILOCOS NORTE,BADOC,ARING,102800000,102803000,102803004,NORTH LUZON
ILOCOS NORTE,BADOC,BALBALDEZ,102800000,102803000,102803005,NORTH LUZON
ILOCOS NORTE,BADOC,BATO,102800000,102803000,102803006,NORTH LUZON
ILOCOS NORTE,BADOC,CAMANGA,102800000,102803000,102803007,NORTH LUZON
ILOCOS NORTE,BADOC,CANAAN,102800000,102803000,102803008,NORTH LUZON
ILOCOS NORTE,BADOC,CARAITAN,102800000,102803000,102803009,NORTH LUZON
ILOCOS NORTE,BADOC,GABUT NORTE,102800000,102803000,102803011,NORTH LUZON
ILOCOS NORTE,BADOC,GABUT SUR,102800000,102803000,102803012,NORTH LUZON
ILOCOS NORTE,BADOC,GARRETA,102800000,102803000,102803013,NORTH LUZON
ILOCOS NORTE,BADOC,LABUT,102800000,102803000,102803016,NORTH LUZON
ILOCOS NORTE,BADOC,LACUBEN,102800000,102803000,102803017,NORTH LUZON
ILOCOS NORTE,BADOC,LUBIGAN,102800000,102803000,102803018,NORTH LUZON
ILOCOS NORTE,BADOC,MABUSAG NORTE,102800000,102803000,102803020,NORTH LUZON
ILOCOS NORTE,BADOC,MABUSAG SUR,102800000,102803000,102803021,NORTH LUZON
ILOCOS NORTE,BADOC,MADUPAYAS,102800000,102803000,102803022,NORTH LUZON
ILOCOS NORTE,BADOC,MORONG,102800000,102803000,102803023,NORTH LUZON
ILOCOS NORTE,BADOC,NAGREBCAN,102800000,102803000,102803025,NORTH LUZON
ILOCOS NORTE,BADOC,NAPU,102800000,102803000,102803026,NORTH LUZON
ILOCOS NORTE,BADOC,LA VIRGEN MILAGROSA,102800000,102803000,102803027,NORTH LUZON
ILOCOS NORTE,BADOC,PAGSANAHAN NORTE,102800000,102803000,102803028,NORTH LUZON
ILOCOS NORTE,BADOC,PAGSANAHAN SUR,102800000,102803000,102803029,NORTH LUZON
ILOCOS NORTE,BADOC,PALTIT,102800000,102803000,102803030,NORTH LUZON
ILOCOS NORTE,BADOC,PARANG,102800000,102803000,102803031,NORTH LUZON
ILOCOS NORTE,BADOC,PASUC,102800000,102803000,102803032,NORTH LUZON
ILOCOS NORTE,BADOC,SANTA CRUZ NORTE,102800000,102803000,102803034,NORTH LUZON
ILOCOS NORTE,BADOC,SANTA CRUZ SUR,102800000,102803000,102803035,NORTH LUZON
ILOCOS NORTE,BADOC,SAUD,102800000,102803000,102803036,NORTH LUZON
ILOCOS NORTE,BADOC,TUROD,102800000,102803000,102803037,NORTH LUZON
ILOCOS NORTE,BANGUI,ABACA,102800000,102804000,102804001,NORTH LUZON
ILOCOS NORTE,BANGUI,BACSIL,102800000,102804000,102804002,NORTH LUZON
ILOCOS NORTE,BANGUI,BANBAN,102800000,102804000,102804003,NORTH LUZON
ILOCOS NORTE,BANGUI,BARUYEN,102800000,102804000,102804004,NORTH LUZON
ILOCOS NORTE,BANGUI,DADAOR,102800000,102804000,102804005,NORTH LUZON
ILOCOS NORTE,BANGUI,LANAO,102800000,102804000,102804006,NORTH LUZON
ILOCOS NORTE,BANGUI,MALASIN,102800000,102804000,102804007,NORTH LUZON
ILOCOS NORTE,BANGUI,MANAYON,102800000,102804000,102804008,NORTH LUZON
ILOCOS NORTE,BANGUI,MASIKIL,102800000,102804000,102804009,NORTH LUZON
ILOCOS NORTE,BANGUI,NAGBALAGAN,102800000,102804000,102804010,NORTH LUZON
ILOCOS NORTE,BANGUI,PAYAC,102800000,102804000,102804011,NORTH LUZON
ILOCOS NORTE,BANGUI,SAN LORENZO,102800000,102804000,102804012,NORTH LUZON
ILOCOS NORTE,BANGUI,TAGUIPORO,102800000,102804000,102804014,NORTH LUZON
ILOCOS NORTE,BANGUI,UTOL,102800000,102804000,102804015,NORTH LUZON
ILOCOS NORTE,BATAC CITY,AGLIPAY,102800000,102805000,102805001,NORTH LUZON
ILOCOS NORTE,BATAC CITY,BAAY,102800000,102805000,102805002,NORTH LUZON
ILOCOS NORTE,BATAC CITY,BALIGAT,102800000,102805000,102805003,NORTH LUZON
ILOCOS NORTE,BATAC CITY,BUNGON,102800000,102805000,102805004,NORTH LUZON
ILOCOS NORTE,BATAC CITY,BAOA EAST,102800000,102805000,102805005,NORTH LUZON
ILOCOS NORTE,BATAC CITY,BAOA WEST,102800000,102805000,102805006,NORTH LUZON
ILOCOS NORTE,BATAC CITY,BARANI,102800000,102805000,102805007,NORTH LUZON
ILOCOS NORTE,BATAC CITY,BEN AGAN,102800000,102805000,102805009,NORTH LUZON
ILOCOS NORTE,BATAC CITY,BIL LOCA,102800000,102805000,102805010,NORTH LUZON
ILOCOS NORTE,BATAC CITY,BININGAN,102800000,102805000,102805011,NORTH LUZON
ILOCOS NORTE,BATAC CITY,CALLAGUIP,102800000,102805000,102805012,NORTH LUZON
ILOCOS NORTE,BATAC CITY,CAMANDINGAN,102800000,102805000,102805013,NORTH LUZON
ILOCOS NORTE,BATAC CITY,CAMGUIDAN,102800000,102805000,102805014,NORTH LUZON
ILOCOS NORTE,BATAC CITY,CANGRUNAAN,102800000,102805000,102805015,NORTH LUZON
ILOCOS NORTE,BATAC CITY,CAPACUAN,102800000,102805000,102805016,NORTH LUZON
ILOCOS NORTE,BATAC CITY,CAUNAYAN,102800000,102805000,102805017,NORTH LUZON
ILOCOS NORTE,BATAC CITY,VALDEZ,102800000,102805000,102805018,NORTH LUZON
ILOCOS NORTE,BATAC CITY,COLO,102800000,102805000,102805019,NORTH LUZON
ILOCOS NORTE,BATAC CITY,PIMENTEL,102800000,102805000,102805020,NORTH LUZON
ILOCOS NORTE,BATAC CITY,DARIWDIW,102800000,102805000,102805021,NORTH LUZON
ILOCOS NORTE,BATAC CITY,ACOSTA,102800000,102805000,102805022,NORTH LUZON
ILOCOS NORTE,BATAC CITY,ABLAN,102800000,102805000,102805023,NORTH LUZON
ILOCOS NORTE,BATAC CITY,LACUB,102800000,102805000,102805024,NORTH LUZON
ILOCOS NORTE,BATAC CITY,MABALENG,102800000,102805000,102805025,NORTH LUZON
ILOCOS NORTE,BATAC CITY,MAGNUANG,102800000,102805000,102805026,NORTH LUZON
ILOCOS NORTE,BATAC CITY,MAIPALIG,102800000,102805000,102805027,NORTH LUZON
ILOCOS NORTE,BATAC CITY,NAGBACALAN,102800000,102805000,102805028,NORTH LUZON
ILOCOS NORTE,BATAC CITY,NAGUIRANGAN,102800000,102805000,102805029,NORTH LUZON
ILOCOS NORTE,BATAC CITY,RICARTE,102800000,102805000,102805030,NORTH LUZON
ILOCOS NORTE,BATAC CITY,PALONGPONG,102800000,102805000,102805031,NORTH LUZON
ILOCOS NORTE,BATAC CITY,PALPALICONG,102800000,102805000,102805032,NORTH LUZON
ILOCOS NORTE,BATAC CITY,PARANGOPONG,102800000,102805000,102805033,NORTH LUZON
ILOCOS NORTE,BATAC CITY,PAYAO,102800000,102805000,102805034,NORTH LUZON
ILOCOS NORTE,BATAC CITY,QUILING NORTE,102800000,102805000,102805035,NORTH LUZON
ILOCOS NORTE,BATAC CITY,QUILING SUR,102800000,102805000,102805036,NORTH LUZON
ILOCOS NORTE,BATAC CITY,QUIOM,102800000,102805000,102805037,NORTH LUZON
ILOCOS NORTE,BATAC CITY,RAYURAY,102800000,102805000,102805038,NORTH LUZON
ILOCOS NORTE,BATAC CITY,SAN JULIAN,102800000,102805000,102805039,NORTH LUZON
ILOCOS NORTE,BATAC CITY,SAN MATEO,102800000,102805000,102805040,NORTH LUZON
ILOCOS NORTE,BATAC CITY,SAN PEDRO,102800000,102805000,102805041,NORTH LUZON
ILOCOS NORTE,BATAC CITY,SUABIT,102800000,102805000,102805042,NORTH LUZON
ILOCOS NORTE,BATAC CITY,SUMADER,102800000,102805000,102805043,NORTH LUZON
ILOCOS NORTE,BATAC CITY,TABUG,102800000,102805000,102805044,NORTH LUZON
ILOCOS NORTE,BURGOS,ABLAN SARAT,102800000,102806000,102806001,NORTH LUZON
ILOCOS NORTE,BURGOS,AGAGA,102800000,102806000,102806002,NORTH LUZON
ILOCOS NORTE,BURGOS,BAYOG,102800000,102806000,102806005,NORTH LUZON
ILOCOS NORTE,BURGOS,BOBON,102800000,102806000,102806006,NORTH LUZON
ILOCOS NORTE,BURGOS,BUDUAN,102800000,102806000,102806007,NORTH LUZON
ILOCOS NORTE,BURGOS,NAGSUROT,102800000,102806000,102806008,NORTH LUZON
ILOCOS NORTE,BURGOS,PAAYAS,102800000,102806000,102806009,NORTH LUZON
ILOCOS NORTE,BURGOS,PAGALI,102800000,102806000,102806010,NORTH LUZON
ILOCOS NORTE,BURGOS,POBLACION,102800000,102806000,102806011,NORTH LUZON
ILOCOS NORTE,BURGOS,SAOIT,102800000,102806000,102806013,NORTH LUZON
ILOCOS NORTE,BURGOS,TANAP,102800000,102806000,102806014,NORTH LUZON
ILOCOS NORTE,CARASI,ANGSET,102800000,102807000,102807001,NORTH LUZON
ILOCOS NORTE,CARASI,BARBAQUESO,102800000,102807000,102807003,NORTH LUZON
ILOCOS NORTE,CARASI,VIRBIRA,102800000,102807000,102807004,NORTH LUZON
ILOCOS NORTE,CURRIMAO,ANGGAPANG NORTE,102800000,102808000,102808001,NORTH LUZON
ILOCOS NORTE,CURRIMAO,ANGGAPANG SUR,102800000,102808000,102808002,NORTH LUZON
ILOCOS NORTE,CURRIMAO,BIMMANGA,102800000,102808000,102808003,NORTH LUZON
ILOCOS NORTE,CURRIMAO,CABUUSAN,102800000,102808000,102808004,NORTH LUZON
ILOCOS NORTE,CURRIMAO,COMCOMLOONG,102800000,102808000,102808005,NORTH LUZON
ILOCOS NORTE,CURRIMAO,GAANG,102800000,102808000,102808006,NORTH LUZON
ILOCOS NORTE,CURRIMAO,LANG AYAN BARAMBAN,102800000,102808000,102808007,NORTH LUZON
ILOCOS NORTE,CURRIMAO,LIOES,102800000,102808000,102808008,NORTH LUZON
ILOCOS NORTE,CURRIMAO,MAGLAOI CENTRO,102800000,102808000,102808009,NORTH LUZON
ILOCOS NORTE,CURRIMAO,MAGLAOI NORTE,102800000,102808000,102808010,NORTH LUZON
ILOCOS NORTE,CURRIMAO,MAGLAOI SUR,102800000,102808000,102808011,NORTH LUZON
ILOCOS NORTE,CURRIMAO,PAGULUDAN SALINDEG,102800000,102808000,102808013,NORTH LUZON
ILOCOS NORTE,CURRIMAO,PANGIL,102800000,102808000,102808014,NORTH LUZON
ILOCOS NORTE,CURRIMAO,PIAS NORTE,102800000,102808000,102808015,NORTH LUZON
ILOCOS NORTE,CURRIMAO,PIAS SUR,102800000,102808000,102808016,NORTH LUZON
ILOCOS NORTE,CURRIMAO,POBLACION 1,102800000,102808000,102808017,NORTH LUZON
ILOCOS NORTE,CURRIMAO,POBLACION 2,102800000,102808000,102808018,NORTH LUZON
ILOCOS NORTE,CURRIMAO,SALUGAN,102800000,102808000,102808019,NORTH LUZON
ILOCOS NORTE,CURRIMAO,SAN SIMEON,102800000,102808000,102808020,NORTH LUZON
ILOCOS NORTE,CURRIMAO,SANTA CRUZ,102800000,102808000,102808021,NORTH LUZON
ILOCOS NORTE,CURRIMAO,TAPAO TIGUE,102800000,102808000,102808022,NORTH LUZON
ILOCOS NORTE,CURRIMAO,TORRE,102800000,102808000,102808023,NORTH LUZON
ILOCOS NORTE,CURRIMAO,VICTORIA,102800000,102808000,102808024,NORTH LUZON
ILOCOS NORTE,DINGRAS,ALBANO,102800000,102809000,102809001,NORTH LUZON
ILOCOS NORTE,DINGRAS,BACSIL,102800000,102809000,102809002,NORTH LUZON
ILOCOS NORTE,DINGRAS,BAGUT,102800000,102809000,102809003,NORTH LUZON
ILOCOS NORTE,DINGRAS,PARADO,102800000,102809000,102809004,NORTH LUZON
ILOCOS NORTE,DINGRAS,BARESBES,102800000,102809000,102809005,NORTH LUZON
ILOCOS NORTE,DINGRAS,BARONG,102800000,102809000,102809006,NORTH LUZON
ILOCOS NORTE,DINGRAS,BUNGCAG,102800000,102809000,102809007,NORTH LUZON
ILOCOS NORTE,DINGRAS,CALI,102800000,102809000,102809009,NORTH LUZON
ILOCOS NORTE,DINGRAS,CAPASAN,102800000,102809000,102809010,NORTH LUZON
ILOCOS NORTE,DINGRAS,DANCEL,102800000,102809000,102809011,NORTH LUZON
ILOCOS NORTE,DINGRAS,FOZ,102800000,102809000,102809012,NORTH LUZON
ILOCOS NORTE,DINGRAS,GUERRERO,102800000,102809000,102809013,NORTH LUZON
ILOCOS NORTE,DINGRAS,LANAS,102800000,102809000,102809014,NORTH LUZON
ILOCOS NORTE,DINGRAS,LUMBAD,102800000,102809000,102809015,NORTH LUZON
ILOCOS NORTE,DINGRAS,MADAMBA,102800000,102809000,102809016,NORTH LUZON
ILOCOS NORTE,DINGRAS,MANDALOQUE,102800000,102809000,102809017,NORTH LUZON
ILOCOS NORTE,DINGRAS,MEDINA,102800000,102809000,102809018,NORTH LUZON
ILOCOS NORTE,DINGRAS,VER,102800000,102809000,102809019,NORTH LUZON
ILOCOS NORTE,DINGRAS,SAN MARCELINO,102800000,102809000,102809020,NORTH LUZON
ILOCOS NORTE,DINGRAS,PURUGANAN,102800000,102809000,102809021,NORTH LUZON
ILOCOS NORTE,DINGRAS,PERALTA,102800000,102809000,102809022,NORTH LUZON
ILOCOS NORTE,DINGRAS,ROOT,102800000,102809000,102809023,NORTH LUZON
ILOCOS NORTE,DINGRAS,SAGPATAN,102800000,102809000,102809024,NORTH LUZON
ILOCOS NORTE,DINGRAS,SALUDARES,102800000,102809000,102809025,NORTH LUZON
ILOCOS NORTE,DINGRAS,SAN ESTEBAN,102800000,102809000,102809026,NORTH LUZON
ILOCOS NORTE,DINGRAS,ESPIRITU,102800000,102809000,102809027,NORTH LUZON
ILOCOS NORTE,DINGRAS,SULQUIANO,102800000,102809000,102809028,NORTH LUZON
ILOCOS NORTE,DINGRAS,SAN FRANCISCO,102800000,102809000,102809029,NORTH LUZON
ILOCOS NORTE,DINGRAS,SUYO,102800000,102809000,102809030,NORTH LUZON
ILOCOS NORTE,DINGRAS,SAN MARCOS,102800000,102809000,102809031,NORTH LUZON
ILOCOS NORTE,DINGRAS,ELIZABETH,102800000,102809000,102809032,NORTH LUZON
ILOCOS NORTE,DUMALNEG,CABARITAN,102800000,102810000,102810001,NORTH LUZON
ILOCOS NORTE,DUMALNEG,SAN ISIDRO,102800000,102810000,102810002,NORTH LUZON
ILOCOS NORTE,DUMALNEG,KALAW,102800000,102810000,102810003,NORTH LUZON
ILOCOS NORTE,DUMALNEG,QUIBEL,102800000,102810000,102810004,NORTH LUZON
ILOCOS NORTE,BANNA,BALIOEG,102800000,102811000,102811001,NORTH LUZON
ILOCOS NORTE,BANNA,BANGSAR,102800000,102811000,102811002,NORTH LUZON
ILOCOS NORTE,BANNA,BARBARANGAY,102800000,102811000,102811003,NORTH LUZON
ILOCOS NORTE,BANNA,BOMITOG,102800000,102811000,102811004,NORTH LUZON
ILOCOS NORTE,BANNA,BUGASI,102800000,102811000,102811005,NORTH LUZON
ILOCOS NORTE,BANNA,CAESTEBANAN,102800000,102811000,102811006,NORTH LUZON
ILOCOS NORTE,BANNA,CARIBQUIB,102800000,102811000,102811008,NORTH LUZON
ILOCOS NORTE,BANNA,CATAGTAGUEN,102800000,102811000,102811009,NORTH LUZON
ILOCOS NORTE,BANNA,CRISPINA,102800000,102811000,102811011,NORTH LUZON
ILOCOS NORTE,BANNA,HILARIO,102800000,102811000,102811012,NORTH LUZON
ILOCOS NORTE,BANNA,IMELDA,102800000,102811000,102811013,NORTH LUZON
ILOCOS NORTE,BANNA,LORENZO,102800000,102811000,102811014,NORTH LUZON
ILOCOS NORTE,BANNA,MACAYEPYEP,102800000,102811000,102811015,NORTH LUZON
ILOCOS NORTE,BANNA,MARCOS,102800000,102811000,102811016,NORTH LUZON
ILOCOS NORTE,BANNA,NAGPATAYAN,102800000,102811000,102811017,NORTH LUZON
ILOCOS NORTE,BANNA,VALDEZ,102800000,102811000,102811018,NORTH LUZON
ILOCOS NORTE,BANNA,SINAMAR,102800000,102811000,102811019,NORTH LUZON
ILOCOS NORTE,BANNA,TABTABAGAN,102800000,102811000,102811020,NORTH LUZON
ILOCOS NORTE,BANNA,VALENCIANO,102800000,102811000,102811021,NORTH LUZON
ILOCOS NORTE,BANNA,BINACAG,102800000,102811000,102811022,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 42 APAYA,102800000,102812000,102812001,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 36 ARANIW,102800000,102812000,102812002,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 56 A BACSIL NORTH,102800000,102812000,102812003,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 56 B BACSIL SOUTH,102800000,102812000,102812004,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 41 BALACAD,102800000,102812000,102812005,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 40 BALATONG,102800000,102812000,102812006,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 55 A BARIT PANDAN,102800000,102812000,102812007,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 47 BENGCAG,102800000,102812000,102812008,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 50 BUTTONG,102800000,102812000,102812009,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 60 A CAAOACAN,102800000,102812000,102812010,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BRY NO 48 A CABUNGAAN NORTH,102800000,102812000,102812011,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 48 B CABUNGAAN SOUTH,102800000,102812000,102812012,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 37 CALAYAB,102800000,102812000,102812013,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 54 B CAMANGAAN,102800000,102812000,102812014,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 58 CASILI,102800000,102812000,102812015,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 61 CATABAN,102800000,102812000,102812016,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 43 CAVIT,102800000,102812000,102812017,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 49 A DARAYDAY,102800000,102812000,102812019,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 59 B DIBUA NORTH,102800000,102812000,102812020,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 59 A DIBUA SOUTH,102800000,102812000,102812021,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 34 B GABU NORTE EAST,102800000,102812000,102812022,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 34 A GABU NORTE WEST,102800000,102812000,102812023,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 35 GABU SUR,102800000,102812000,102812024,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 32 C LA PAZ EAST,102800000,102812000,102812026,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 33 B LA PAZ,102800000,102812000,102812027,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 32 B LA PAZ WEST,102800000,102812000,102812028,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 54 A LAGUI SAIL,102800000,102812000,102812029,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 32 A LA PAZ EAST,102800000,102812000,102812030,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 33 A LA PAZ,102800000,102812000,102812031,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 52 B LATAAG,102800000,102812000,102812032,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 60 B MADILADIG,102800000,102812000,102812033,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 38 A MANGATO EAST,102800000,102812000,102812034,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 38 B MANGATO WEST,102800000,102812000,102812035,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 62 A NAVOTAS NORTH,102800000,102812000,102812036,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 62 B NAVOTAS SOUTH,102800000,102812000,102812037,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 46 NALBO,102800000,102812000,102812038,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 51 A NANGALISAN EAST,102800000,102812000,102812039,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 51 B NANGALISAN WEST,102800000,102812000,102812040,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 24 NSTRA SRA DE CONSOLACION,102800000,102812000,102812041,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 7 A NSTRA SRA DE NATIVIDAD,102800000,102812000,102812042,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 7 B NSTRA SRA DE NATIVIDAD,102800000,102812000,102812043,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 27 NSTRA SRA DE SOLEDAD,102800000,102812000,102812044,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 13 NSTRA SRA DE VISITACION,102800000,102812000,102812045,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 3 NSTRA SRA DEL ROSARIO,102800000,102812000,102812046,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 57 PILA,102800000,102812000,102812047,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 49 B RARABURAN,102800000,102812000,102812048,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 53 RIOENG,102800000,102812000,102812049,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 55 B SALET BULANGON,102800000,102812000,102812050,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 6 SAN AGUSTIN,102800000,102812000,102812053,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 22 SAN ANDRES,102800000,102812000,102812054,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 28 SAN BERNARDO,102800000,102812000,102812055,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 17 SAN FRANCISCO,102800000,102812000,102812056,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 4 SAN GUILLERMO,102800000,102812000,102812057,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 15 SAN GUILLERMO,102800000,102812000,102812058,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 12 SAN ISIDRO,102800000,102812000,102812059,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 16 SAN JACINTO,102800000,102812000,102812060,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 10 SAN JOSE,102800000,102812000,102812061,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 1 SAN LORENZO,102800000,102812000,102812062,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 26 SAN MARCELINO,102800000,102812000,102812063,NORTH LUZON
ILOCOS NORTE,LAOAG CITY,BGY NO 52 A SAN MATEO,102800000,102812000,102812064,NORTH LUZON
